planet_name,star_system,distance_from_earth_ly,mass_earth_masses,radius_km,orbital_period_days,surface_temp_c,has_rings,number_of_moons,gravity_m_s2,escape_velocity_km_s,atmosphere_type,discovered_year,discovering_mission,habitable,water_presence,magnetic_field,axial_tilt_deg,rotation_period_hours,radiation_level
Neptune,Sol,487.62,15.65,4911.0,4331.9,-22.8,False,99,20.76,46.82,Thin,1615,Voyager,True,Liquid,True,42.34,790.2,97.89
Earth,Proxima Centauri,33.71,164.7,3392.0,1696.7,362.6,False,23,2.84,33.58,Thick,1943,Voyager,False,Vapor,True,23.99,531.92,466.14
Mars,Sol,62.75,86.36,28042.0,7080.7,372.5,True,26,12.49,40.0,Toxic,1677,Hubble,True,None,True,31.04,33.89,125.29
Neptune,Sol,906.45,92.1,49104.0,5376.7,485.3,False,36,28.95,20.05,None,1945,JWST,True,Vapor,True,58.41,45.3,366.94
Mars,Sol,139.33,105.95,14347.0,6371.5,151.3,False,93,16.63,29.4,Toxic,1671,Hubble,False,Liquid,True,79.45,614.61,142.33
Venus,Sirius,532.47,186.43,45264.0,2005.0,118.5,False,90,9.35,37.42,Thick,1869,Cassini,False,None,False,16.57,807.08,158.89
Earth,Sirius,411.15,100.28,18928.0,2156.9,327.4,False,38,4.49,24.89,Toxic,1886,Cassini,False,Ice,True,75.63,440.61,155.0
Mars,Betelgeuse,347.41,219.84,62140.0,462.9,-107.3,False,62,21.4,12.7,None,1665,Voyager,True,None,False,10.94,556.81,373.95
Mercury,Alpha Centauri,899.84,121.42,62803.0,3254.6,182.8,True,78,19.7,57.74,None,1967,Galileo,True,Liquid,True,19.35,800.83,278.41
Mercury,Proxima Centauri,21.92,20.6,21513.0,5619.5,182.4,False,25,11.84,31.18,Toxic,1667,Voyager,False,Liquid,False,3.35,612.45,441.48
Jupiter,Proxima Centauri,663.82,235.15,16870.0,8586.5,-137.4,True,64,28.58,44.3,None,1792,Voyager,True,Vapor,False,12.67,228.64,153.69
Earth,Proxima Centauri,963.4,85.8,29380.0,6685.9,92.6,False,3,1.64,25.25,Thin,1654,Cassini,True,Ice,True,82.56,614.99,346.0
Earth,Betelgeuse,560.21,129.89,17597.0,4382.2,397.3,False,28,9.81,21.95,Toxic,1978,Hubble,True,Liquid,True,41.35,630.14,376.47
Jupiter,Sirius,936.83,205.66,47394.0,9533.5,399.3,False,0,27.71,25.02,None,1767,Cassini,True,Liquid,True,6.99,735.44,75.74
Mars,Betelgeuse,52.35,99.8,57998.0,7206.5,-130.5,True,49,10.31,25.14,None,2008,JWST,False,Ice,True,86.38,622.77,200.29
Earth,Proxima Centauri,418.85,17.07,47443.0,9305.1,-136.5,True,85,8.32,33.11,Toxic,1624,Cassini,False,Ice,True,79.11,969.4,241.41
Mercury,Alpha Centauri,260.23,112.24,57880.0,5299.5,-16.1,True,10,16.49,33.06,Thin,1730,Cassini,False,Vapor,False,67.92,201.3,177.84
Mercury,Sol,730.85,283.34,28392.0,2626.1,412.3,False,73,24.89,30.33,Toxic,1924,Voyager,True,None,True,84.01,951.34,161.06
Neptune,Sirius,981.3,192.56,11786.0,575.6,-109.8,False,58,3.99,8.95,None,1701,Galileo,True,Ice,False,19.81,540.65,343.21
Venus,Sirius,256.6,201.48,51919.0,7274.5,304.0,True,61,28.35,30.27,Toxic,1973,Voyager,True,Liquid,False,75.27,673.6,107.93
Earth,Betelgeuse,654.21,189.72,25873.0,1257.0,-129.2,True,80,24.06,10.98,None,1881,Apollo,True,Ice,False,62.1,103.96,354.7
Mars,Sirius,198.18,59.78,47318.0,3062.6,236.2,False,35,6.26,8.44,Thick,1895,Cassini,False,Liquid,True,78.28,383.67,467.52
Jupiter,Proxima Centauri,565.37,125.56,19674.0,5348.1,49.2,True,55,21.65,56.03,Toxic,1893,Cassini,True,Vapor,True,71.72,770.53,282.6
Jupiter,Proxima Centauri,463.99,225.31,6605.0,5665.9,352.2,False,89,12.16,36.69,Toxic,2021,Apollo,True,None,True,31.18,708.38,305.72
Mars,Betelgeuse,972.01,30.5,69488.0,6025.8,-36.4,True,20,12.67,39.91,None,1862,Cassini,False,Vapor,True,69.7,44.94,34.47
Uranus,Proxima Centauri,608.57,83.43,11778.0,1704.2,247.4,True,12,23.72,24.71,None,2013,Cassini,False,Ice,True,23.62,548.86,432.24
Saturn,Alpha Centauri,349.57,82.97,69201.0,3828.4,-35.0,True,8,28.92,54.63,None,1719,JWST,False,Liquid,True,29.57,92.84,142.72
Venus,Betelgeuse,114.18,129.66,68432.0,6191.1,299.6,False,10,4.67,38.64,None,2002,Cassini,True,Ice,False,9.71,995.88,307.53
Jupiter,Alpha Centauri,151.33,294.11,55773.0,9699.7,411.6,False,74,13.2,46.38,Toxic,1830,Apollo,True,Ice,True,84.16,897.81,489.56
Earth,Sol,225.39,20.34,46500.0,7289.9,-111.2,True,69,14.95,22.75,None,1890,Voyager,True,Ice,False,26.19,25.98,297.75
Venus,Alpha Centauri,251.04,155.66,40869.0,9229.9,406.6,False,0,11.91,57.64,Toxic,1760,Cassini,True,Ice,False,46.86,859.36,362.35
Earth,Sol,850.63,53.89,60761.0,7634.0,215.5,False,69,11.53,49.41,Thin,1760,Galileo,True,None,True,35.22,919.83,222.66
Uranus,Sol,561.27,291.21,20971.0,5937.6,-111.0,False,76,2.52,51.38,Toxic,1677,Apollo,True,Liquid,True,86.39,356.78,30.18
Mercury,Alpha Centauri,523.44,34.08,33270.0,1960.6,99.3,False,85,20.88,11.16,None,1637,Hubble,False,Ice,True,30.15,720.9,398.8
Venus,Betelgeuse,114.86,121.14,43738.0,6683.5,-87.4,True,55,13.65,16.99,None,1993,JWST,True,Liquid,True,70.07,444.89,17.5
Neptune,Proxima Centauri,860.15,221.39,29372.0,6252.6,290.2,False,30,6.65,17.85,Thin,1627,Apollo,False,None,True,76.99,656.96,350.33
Jupiter,Proxima Centauri,722.84,211.4,30497.0,6044.6,331.2,False,85,24.66,16.98,Toxic,1699,Voyager,False,Liquid,True,39.2,343.62,11.46
Venus,Sol,67.76,126.88,23790.0,4923.4,-125.9,True,36,24.27,51.47,Thin,1893,Apollo,False,Liquid,False,34.04,325.95,431.15
Venus,Sol,707.86,104.02,39932.0,5310.1,154.3,False,46,15.11,2.88,Toxic,1999,Hubble,True,None,False,67.3,427.31,78.82
Venus,Betelgeuse,543.58,119.34,59690.0,3377.7,370.2,False,90,9.66,5.49,None,1723,JWST,True,Ice,False,82.16,149.84,257.14
Saturn,Sirius,81.82,79.36,14905.0,5217.2,455.3,False,77,19.5,17.16,Toxic,2004,Galileo,False,Liquid,False,67.94,831.98,298.58
Venus,Alpha Centauri,458.35,61.68,65476.0,2015.7,159.5,True,46,9.36,12.79,None,1691,Hubble,True,Vapor,False,20.44,351.95,228.77
Earth,Sol,484.75,144.96,48547.0,8061.5,465.2,True,68,7.84,14.68,None,1854,Apollo,True,Liquid,False,79.95,403.15,170.38
Mercury,Proxima Centauri,165.86,80.63,57806.0,1898.5,175.0,False,57,22.18,48.08,Thick,1696,Hubble,False,Ice,True,34.88,894.58,233.91
Uranus,Betelgeuse,945.7,86.31,39377.0,895.4,75.9,False,35,2.17,34.22,Thick,1605,Apollo,True,Vapor,True,51.86,499.14,155.71
Mars,Alpha Centauri,849.99,197.06,54787.0,4390.6,393.7,True,31,3.75,1.34,Toxic,1768,Galileo,True,Ice,True,74.83,546.53,219.06
Venus,Betelgeuse,669.06,290.56,2118.0,6600.2,145.1,True,97,1.2,26.33,None,1982,Galileo,True,Liquid,False,16.96,956.72,179.46
Jupiter,Alpha Centauri,462.35,181.13,57468.0,4405.3,130.3,True,63,5.44,25.07,Thin,1870,Voyager,True,None,False,70.61,887.29,283.1
Venus,Alpha Centauri,411.82,23.19,3770.0,2803.7,143.2,False,70,3.0,7.72,None,1707,Galileo,False,Ice,False,53.65,173.62,118.96
Jupiter,Sol,651.01,22.77,62404.0,5603.8,392.7,False,41,29.88,40.89,Thin,1986,Cassini,False,Ice,True,80.4,475.85,494.33
Earth,Betelgeuse,545.48,285.43,69445.0,3502.7,382.4,True,47,9.38,42.42,Toxic,1898,Hubble,True,None,True,15.48,971.44,250.43
Jupiter,Betelgeuse,62.37,89.26,21291.0,9332.0,82.5,False,73,5.33,43.53,Toxic,1646,Hubble,True,Liquid,True,37.86,375.5,97.08
Neptune,Proxima Centauri,512.55,27.71,15512.0,9230.3,33.3,False,80,7.99,43.98,Thin,1698,Apollo,True,Ice,False,74.96,374.72,238.53
Mars,Proxima Centauri,806.42,179.75,53810.0,5048.6,144.3,False,29,28.15,1.0,Thin,1613,Galileo,False,Liquid,False,1.73,199.06,433.21
Mercury,Sol,459.29,187.13,18459.0,3312.4,200.9,False,20,16.08,57.28,None,1793,Voyager,True,Liquid,False,10.1,118.75,10.9
Jupiter,Sol,52.05,194.59,60724.0,7384.5,-33.2,False,59,11.58,49.04,Toxic,1756,Voyager,True,Liquid,True,89.15,741.6,339.78
Jupiter,Sirius,786.3,80.29,8096.0,415.3,355.8,False,12,26.33,54.33,None,1987,Voyager,False,None,False,25.24,771.18,273.98
Mercury,Proxima Centauri,201.44,4.63,9691.0,4774.0,140.5,False,0,12.45,1.92,Thin,1753,JWST,True,Liquid,True,87.8,969.17,84.78
Mars,Alpha Centauri,258.69,289.51,68561.0,3396.4,33.8,True,64,10.72,56.1,Thick,1714,Cassini,False,Liquid,True,16.43,774.55,408.74
Venus,Betelgeuse,164.79,75.34,47495.0,9209.3,-125.2,True,32,7.01,48.78,Thick,1995,Galileo,True,Vapor,True,32.5,247.14,184.44
Jupiter,Sol,330.28,202.84,59435.0,169.4,-32.8,True,37,11.96,50.4,Thick,1857,Voyager,False,Vapor,True,67.76,44.92,146.9
Mercury,Betelgeuse,756.78,212.02,23379.0,5550.5,464.5,True,24,10.18,6.5,Thin,1744,Cassini,True,Vapor,True,59.2,985.51,414.06
Neptune,Betelgeuse,519.43,183.04,47677.0,7419.6,13.6,True,25,20.64,44.59,None,1890,Hubble,True,Ice,True,52.3,343.75,319.26
Neptune,Sirius,204.96,93.94,42003.0,4875.9,-81.8,True,76,9.4,57.64,Toxic,1609,Apollo,False,Ice,True,47.69,315.41,449.13
Earth,Proxima Centauri,877.84,81.4,42617.0,899.8,122.5,True,58,17.74,41.03,Thin,1967,Galileo,False,Vapor,False,75.91,906.43,314.94
Mercury,Sol,879.59,179.34,48095.0,9726.0,15.0,True,91,2.91,34.66,Thick,1813,Galileo,False,None,True,21.15,587.17,370.41
Earth,Betelgeuse,870.59,259.84,40700.0,5204.2,-175.4,True,32,6.55,56.79,None,1832,JWST,False,None,False,39.82,218.8,418.22
Neptune,Sol,238.87,284.03,30605.0,6161.2,26.2,False,40,12.81,27.13,Toxic,1770,Hubble,False,Vapor,True,13.99,889.65,27.37
Mars,Alpha Centauri,451.29,31.86,20039.0,2404.3,180.9,False,29,28.17,36.36,Toxic,1620,Galileo,True,Ice,True,53.63,993.39,388.02
Venus,Sirius,984.99,46.53,54032.0,4860.8,186.2,True,56,11.94,29.1,Thin,1614,JWST,False,Ice,True,22.55,91.25,306.85
Mercury,Alpha Centauri,772.04,283.43,16613.0,4320.0,49.6,False,48,20.26,56.04,Thin,2018,JWST,False,None,False,30.05,862.94,34.75
Uranus,Sol,27.26,220.99,48772.0,795.2,113.1,False,47,8.4,5.49,Toxic,1967,JWST,False,Liquid,True,42.41,393.56,254.29
Neptune,Sol,65.3,264.91,17100.0,1106.3,475.9,True,71,4.68,30.57,Toxic,1725,Galileo,False,None,True,2.41,526.45,41.23
Neptune,Proxima Centauri,463.98,60.87,44148.0,8382.9,64.1,True,48,2.7,41.53,Thick,1940,Galileo,True,Liquid,False,8.27,915.24,367.97
Uranus,Betelgeuse,909.23,176.32,52548.0,2436.2,-19.2,True,46,9.86,47.72,Toxic,1940,Galileo,True,Ice,False,61.73,973.51,273.25
Saturn,Betelgeuse,538.75,210.37,16091.0,1989.8,-29.6,False,55,5.57,35.4,Thin,1812,Cassini,True,Ice,False,38.61,265.85,476.79
Neptune,Alpha Centauri,497.86,204.07,5136.0,5073.9,120.4,False,64,6.05,54.63,None,1787,JWST,True,Vapor,False,77.83,216.79,91.57
Jupiter,Sirius,105.56,122.5,10037.0,7699.0,331.7,True,11,23.06,56.58,Thick,1771,Cassini,True,Ice,True,62.52,85.11,303.02
Mars,Betelgeuse,656.81,4.72,42814.0,666.4,-55.8,False,68,1.46,4.79,Thick,1846,Apollo,False,Liquid,True,0.73,563.99,105.79
Mercury,Proxima Centauri,822.12,174.92,59612.0,5789.2,296.5,False,87,17.18,24.74,Toxic,1604,Galileo,True,None,False,55.5,18.54,307.03
Uranus,Alpha Centauri,380.48,76.01,4105.0,1236.1,-185.2,False,5,12.0,2.38,None,1830,Hubble,True,Vapor,True,8.44,414.84,361.32
Jupiter,Alpha Centauri,775.63,135.13,51656.0,412.8,93.3,True,88,15.69,20.44,Thick,1800,Voyager,False,Liquid,False,70.28,78.02,361.15
Uranus,Proxima Centauri,964.48,287.28,24551.0,574.8,343.1,False,64,17.32,32.68,Thin,1972,Apollo,False,None,False,89.24,408.2,407.54
Mercury,Sirius,203.85,119.77,34018.0,8349.9,37.1,False,24,10.09,54.74,Toxic,2001,Voyager,True,None,False,47.81,44.73,426.78
Earth,Proxima Centauri,523.38,251.96,65091.0,1223.8,194.6,False,0,9.56,50.95,Thin,1748,Voyager,True,None,True,61.45,836.04,38.64
Mercury,Sirius,287.21,56.64,23906.0,499.3,-56.5,False,31,22.27,8.52,Toxic,1671,Galileo,False,Ice,False,21.36,213.69,171.63
Saturn,Proxima Centauri,792.88,201.77,33108.0,4407.1,319.4,False,2,26.27,6.49,Thick,1825,Hubble,True,None,True,39.38,331.67,343.56
Mercury,Proxima Centauri,577.64,293.1,1944.0,8447.7,-163.4,False,48,6.58,35.77,Toxic,1673,Voyager,False,Ice,True,77.05,870.7,249.29
Mercury,Sol,634.62,30.66,6630.0,2661.0,396.8,False,18,3.83,32.39,None,1906,JWST,False,None,True,15.07,747.53,95.34
Saturn,Alpha Centauri,797.93,2.6,18843.0,4246.0,-61.3,True,59,27.04,16.72,Thin,1768,Voyager,True,None,False,23.9,222.94,276.35
Mars,Proxima Centauri,396.03,130.13,2922.0,447.2,412.1,True,28,11.15,54.07,None,1848,Apollo,True,Ice,True,40.09,76.54,203.72
Neptune,Proxima Centauri,915.1,27.88,44565.0,4518.3,46.8,False,49,16.99,55.71,Thin,1879,Hubble,True,Ice,False,64.1,717.1,195.02
Mercury,Betelgeuse,533.08,224.54,30421.0,5797.3,305.9,True,1,11.43,24.75,Thin,1751,Hubble,False,Liquid,True,33.83,393.75,404.88
Saturn,Alpha Centauri,158.04,274.37,38822.0,5730.5,23.5,False,72,4.65,53.53,Toxic,1823,Voyager,False,None,True,83.5,767.25,203.8
Jupiter,Betelgeuse,695.93,130.26,13051.0,3357.6,434.1,False,55,18.09,23.65,Thick,1824,Hubble,True,Ice,True,8.5,448.07,13.23
Earth,Alpha Centauri,793.28,77.69,21419.0,3189.6,-111.4,False,16,16.23,44.47,Thick,1637,Apollo,True,Liquid,False,33.37,349.27,29.03
Earth,Betelgeuse,316.83,130.38,46804.0,1110.9,-75.0,True,59,6.89,29.08,None,1643,Apollo,True,Liquid,False,63.81,453.95,428.12
Mercury,Proxima Centauri,857.19,217.06,67606.0,3699.6,145.1,False,35,14.1,8.23,Toxic,1784,Apollo,False,Ice,False,20.34,749.82,480.3
Mars,Proxima Centauri,906.15,2.82,4479.0,1040.0,-142.6,False,60,24.11,55.75,Thick,1840,JWST,False,None,False,59.08,902.71,344.2
Mars,Sol,276.98,176.88,62437.0,7677.6,-62.8,True,16,18.12,27.79,Thin,2017,Galileo,False,Liquid,True,14.78,54.52,182.18
Jupiter,Betelgeuse,983.52,184.03,40805.0,9664.4,460.6,True,48,3.81,44.33,Thin,1930,Voyager,True,None,True,5.04,526.49,469.3
Mercury,Sirius,140.8,191.34,39910.0,9702.2,483.5,False,75,16.89,22.66,Toxic,1950,Hubble,False,None,False,10.89,37.67,331.4
Earth,Sol,202.1,72.68,35519.0,8657.5,63.4,True,59,21.38,2.11,None,1809,Apollo,False,Liquid,False,83.7,471.07,422.17
Mars,Betelgeuse,184.31,214.24,5788.0,6027.9,446.3,True,19,23.99,6.93,Toxic,1622,Voyager,True,Ice,False,49.66,885.86,382.93
Mercury,Betelgeuse,894.0,27.51,7202.0,7023.6,181.4,False,49,19.24,30.28,None,1723,Voyager,False,None,False,71.67,364.78,189.57
Uranus,Sol,654.33,59.86,42463.0,2887.8,-11.2,False,2,5.43,41.71,Toxic,1685,Galileo,True,Vapor,True,29.94,932.79,239.35
Mars,Proxima Centauri,152.19,263.25,24526.0,6326.2,291.7,False,42,21.6,20.75,Thin,1642,JWST,False,Ice,False,53.34,632.46,93.07
Saturn,Betelgeuse,440.38,221.64,64291.0,4583.7,261.2,True,56,20.64,42.03,Toxic,1639,Hubble,True,Liquid,False,44.55,934.48,146.01
Uranus,Proxima Centauri,615.34,4.22,29055.0,4846.1,492.4,True,49,1.71,42.22,Thick,1902,JWST,True,Vapor,True,85.12,758.38,389.06
Neptune,Sol,83.56,74.59,10886.0,7589.9,-14.5,True,67,12.94,42.53,Thick,1768,Hubble,False,None,False,67.28,107.92,446.99
Mars,Proxima Centauri,882.43,64.4,50316.0,2855.1,270.4,False,80,10.66,30.06,Toxic,1774,Apollo,True,Ice,True,65.75,235.0,362.23
Earth,Alpha Centauri,803.62,81.31,21241.0,3214.5,-163.6,True,49,20.41,54.98,None,1619,Apollo,False,Vapor,False,4.17,397.2,232.59
Venus,Sirius,505.26,74.34,37257.0,9250.2,-120.4,True,36,7.27,29.86,None,1708,Voyager,True,Ice,True,49.47,174.26,43.25
Uranus,Betelgeuse,967.13,18.85,49150.0,609.4,-197.3,False,45,18.14,27.57,Thin,1792,Hubble,True,None,False,42.03,497.44,28.47
Neptune,Sirius,417.82,137.74,63118.0,4882.1,499.6,False,41,27.48,12.76,Thin,1843,Hubble,True,Ice,False,83.51,474.01,187.16
Jupiter,Proxima Centauri,984.11,219.85,55661.0,9132.4,361.6,False,14,24.14,19.15,None,1923,JWST,False,Vapor,False,23.16,956.48,231.91
Jupiter,Betelgeuse,667.95,182.06,47669.0,6123.1,350.7,True,32,27.72,3.5,Toxic,1879,Apollo,True,Ice,False,24.29,436.56,304.56
Earth,Proxima Centauri,634.71,201.89,47895.0,5486.8,156.8,False,79,29.38,38.38,Thin,1827,Cassini,True,Liquid,False,37.02,786.7,3.24
Mars,Alpha Centauri,166.04,24.44,66269.0,2535.0,10.0,True,10,1.31,15.66,None,1635,Voyager,False,Liquid,True,21.9,942.2,494.86
Mercury,Sol,881.94,285.45,21412.0,3465.6,-94.1,True,19,19.06,18.95,None,1644,Hubble,True,Vapor,False,11.63,877.6,181.97
Mars,Betelgeuse,427.55,251.56,1077.0,8527.9,-0.7,False,23,12.97,46.48,Toxic,1985,Galileo,True,Ice,True,77.17,212.62,424.05
Earth,Alpha Centauri,162.32,241.55,19765.0,5614.2,63.2,False,63,25.94,20.31,Thick,1627,Galileo,True,Vapor,True,50.24,498.55,267.48
Jupiter,Alpha Centauri,12.71,246.91,16035.0,5171.7,329.4,False,79,8.3,15.29,None,1753,Cassini,True,Ice,True,77.52,351.0,65.22
Mars,Betelgeuse,559.8,279.82,46667.0,1040.8,177.8,False,93,29.45,10.97,Thin,1622,Apollo,False,None,True,74.8,402.86,398.78
Jupiter,Proxima Centauri,527.45,163.32,44726.0,209.5,-145.8,False,97,18.8,46.72,Toxic,1806,Apollo,True,Liquid,False,25.38,364.0,354.91
Uranus,Alpha Centauri,719.38,60.16,41949.0,9638.7,-187.4,True,64,24.01,8.65,Toxic,2019,Apollo,True,None,False,49.3,827.23,263.72
Neptune,Sirius,890.27,185.07,2121.0,3801.0,-128.4,True,87,3.48,27.77,Toxic,1690,JWST,False,Ice,False,7.49,454.88,257.28
Mercury,Alpha Centauri,79.5,222.89,51286.0,6052.0,87.3,True,87,6.32,30.91,Thick,1989,Galileo,True,None,False,82.37,526.08,43.74
Uranus,Proxima Centauri,731.52,221.4,23324.0,843.2,453.2,False,72,22.99,41.56,Thick,2018,Apollo,True,Vapor,True,36.38,982.54,327.92
Jupiter,Proxima Centauri,187.49,156.48,46889.0,6847.0,246.2,True,85,1.64,38.36,Thin,1958,Galileo,False,Vapor,True,35.43,64.68,455.62
Jupiter,Sirius,858.19,20.63,39404.0,9329.0,361.3,False,75,24.69,48.83,Thin,1637,Cassini,False,Ice,True,27.25,490.52,46.62
Venus,Alpha Centauri,819.08,111.4,24648.0,5777.9,126.5,False,16,1.4,3.64,Toxic,2018,Voyager,False,Liquid,False,41.46,775.19,131.76
Venus,Proxima Centauri,540.84,276.24,10286.0,1304.8,53.2,True,88,20.06,18.49,Thin,1827,JWST,False,Vapor,False,22.66,155.41,451.15
Uranus,Betelgeuse,710.27,175.38,7515.0,5838.1,-124.1,True,91,11.59,17.53,None,1801,Hubble,True,Liquid,False,33.74,613.47,142.17
Saturn,Sol,314.42,161.55,58375.0,7675.2,413.2,False,60,18.73,9.61,Thick,1949,Cassini,False,Ice,False,72.0,243.27,326.97
Uranus,Sol,471.22,80.73,64369.0,4093.8,348.2,True,14,21.18,18.06,Toxic,1908,Galileo,True,Liquid,True,75.08,868.07,267.41
Venus,Sol,821.65,110.6,45835.0,8804.4,-82.3,False,93,10.93,19.28,Toxic,1853,Cassini,False,Ice,False,27.38,330.46,298.16
Jupiter,Alpha Centauri,459.32,268.61,8137.0,6504.4,158.6,True,50,4.13,31.79,None,1637,Hubble,True,None,False,42.21,332.42,207.89
Earth,Sirius,357.86,199.97,28740.0,8997.5,141.2,True,26,3.02,40.16,None,1820,JWST,False,Ice,True,78.64,600.2,150.0
Uranus,Proxima Centauri,494.26,236.24,51297.0,6253.9,237.6,True,85,18.08,23.48,None,1786,Voyager,False,None,True,4.74,187.65,24.27
Jupiter,Betelgeuse,828.27,136.36,54808.0,1356.3,462.3,True,73,16.1,43.45,None,1642,Hubble,True,Ice,False,80.02,288.46,372.14
Earth,Betelgeuse,335.27,189.11,9157.0,3131.4,205.8,True,60,22.52,20.83,Toxic,1958,JWST,False,Vapor,False,19.73,419.55,373.05
Earth,Alpha Centauri,173.84,74.59,1002.0,2057.9,178.2,False,57,15.78,18.13,Thick,1713,Galileo,False,Vapor,True,61.07,356.87,335.36
Venus,Sol,712.04,211.67,50137.0,9092.8,-164.8,True,30,13.25,32.93,Thick,1859,Hubble,False,Liquid,False,52.43,527.25,321.82
Uranus,Alpha Centauri,826.0,128.34,25605.0,7616.0,-156.0,True,90,12.54,2.4,None,1604,Cassini,True,Ice,True,49.76,601.64,121.86
Mars,Sirius,100.73,132.82,18559.0,6780.2,-68.9,True,11,1.77,5.71,Thin,1667,Apollo,False,Ice,True,77.34,568.83,11.17
Mercury,Sirius,239.95,194.83,1890.0,3044.6,-177.3,False,45,10.73,25.66,Toxic,1827,Cassini,False,Ice,False,9.14,655.9,404.36
Venus,Proxima Centauri,142.06,280.89,38281.0,1881.2,320.3,False,30,29.3,56.63,Thick,1722,Galileo,True,Liquid,True,31.23,311.21,245.57
Venus,Proxima Centauri,348.01,19.3,59729.0,7576.7,306.3,False,31,26.33,43.57,None,1772,Voyager,True,Vapor,False,48.44,130.79,153.42
Mars,Sirius,450.41,247.44,67077.0,4767.9,-104.8,False,31,10.55,6.2,Thin,1935,Hubble,False,Ice,False,73.02,762.0,50.97
Mercury,Sirius,748.85,87.79,40036.0,2296.6,385.3,False,98,18.05,50.93,Thin,1752,Voyager,True,Liquid,False,19.48,851.53,31.36
Jupiter,Sirius,651.18,133.23,36498.0,6185.4,-91.6,True,52,25.57,44.21,None,1866,Galileo,True,Ice,False,72.26,260.72,174.43
Saturn,Alpha Centauri,620.97,6.67,6869.0,451.3,10.8,True,60,13.8,37.05,Toxic,1756,Hubble,True,None,True,35.97,410.06,402.37
Uranus,Sirius,352.44,90.38,38872.0,3295.4,-25.7,True,45,1.52,49.4,Thick,1761,JWST,False,Ice,False,17.0,501.08,459.36
Saturn,Betelgeuse,841.46,150.84,27219.0,4712.1,60.6,False,84,3.16,24.84,Thin,1813,JWST,False,None,False,68.31,535.66,448.38
Jupiter,Sol,471.34,16.95,42892.0,1522.2,-21.7,False,73,15.8,14.07,Thick,1997,Cassini,True,Liquid,True,8.18,661.19,460.0
Neptune,Sirius,979.11,147.38,27822.0,9847.3,142.3,True,79,29.11,31.21,Thick,1975,Cassini,False,Liquid,False,46.33,46.4,453.86
Venus,Sol,634.18,278.14,17581.0,2130.5,85.2,False,6,21.1,33.38,Thin,2007,Galileo,True,Vapor,False,5.75,722.87,263.61
Mercury,Alpha Centauri,126.35,31.71,7553.0,1347.0,490.6,False,3,3.06,32.76,None,2022,JWST,False,Ice,False,32.08,66.66,109.71
Venus,Sol,676.21,229.36,22729.0,2075.2,-160.9,False,90,6.49,34.34,Thin,1625,Hubble,True,Liquid,False,54.1,470.95,399.02
Earth,Alpha Centauri,325.17,122.96,7668.0,7702.2,-100.5,True,51,23.37,56.97,Thin,1891,JWST,False,Vapor,True,50.05,828.53,106.86
Venus,Betelgeuse,686.36,196.59,13206.0,4283.8,-163.0,True,88,25.4,54.23,Toxic,2022,Cassini,True,Ice,True,36.42,453.96,133.6
Venus,Alpha Centauri,69.73,78.14,69126.0,5675.9,238.1,False,30,18.91,52.67,Thick,1788,Galileo,False,Liquid,False,38.61,153.34,116.63
Jupiter,Alpha Centauri,174.96,47.93,31643.0,259.0,-161.8,False,74,19.69,48.28,None,1999,JWST,False,None,True,20.41,985.11,257.49
Jupiter,Proxima Centauri,855.75,48.22,37699.0,392.6,385.5,False,83,1.82,56.66,Thick,1721,Galileo,True,Liquid,True,41.03,889.84,160.91
Jupiter,Sirius,227.26,21.24,61280.0,4486.0,158.4,False,35,25.03,6.81,Thin,1829,JWST,False,None,True,85.79,772.46,77.08
Saturn,Sirius,837.06,55.78,69694.0,8175.7,168.9,True,53,23.86,16.64,None,1658,Voyager,False,Vapor,True,76.54,414.45,226.59
Earth,Betelgeuse,279.35,199.3,41207.0,8858.1,193.1,False,53,8.51,30.21,None,1695,JWST,False,Vapor,False,13.07,187.93,436.95
Neptune,Betelgeuse,642.92,264.52,57061.0,912.7,-80.4,True,16,21.55,50.95,None,1861,Cassini,False,Ice,True,2.68,941.7,285.28
Neptune,Sirius,694.18,244.26,23559.0,5406.7,-61.6,True,74,7.23,30.8,None,1953,Hubble,False,Ice,False,84.02,534.69,439.17
Jupiter,Proxima Centauri,512.7,205.57,22096.0,9136.6,23.2,True,29,2.17,45.13,Toxic,1911,Cassini,False,Ice,False,47.41,853.09,97.94
Mercury,Sirius,305.38,33.22,28787.0,3910.3,215.4,False,98,6.83,9.2,None,1735,Cassini,False,Vapor,True,48.41,345.38,83.49
Saturn,Proxima Centauri,212.72,86.83,47403.0,8304.2,-52.9,True,21,6.18,15.89,Thin,1949,Cassini,False,None,False,70.26,338.61,287.79
Mars,Betelgeuse,33.29,93.01,48071.0,1380.3,-118.6,True,42,10.79,44.17,Toxic,1882,Galileo,True,Ice,True,28.32,985.61,231.66
Mercury,Sol,304.02,75.06,22752.0,9357.2,479.1,False,26,13.14,10.72,Thin,2010,Apollo,False,Ice,False,43.37,524.22,330.09
Uranus,Betelgeuse,653.2,154.55,10191.0,7526.7,-184.6,False,36,15.75,21.73,Thin,1719,Apollo,True,Vapor,False,87.18,144.99,397.31
Uranus,Betelgeuse,938.31,160.71,44635.0,9416.3,361.9,False,45,14.83,16.63,Thick,2024,Voyager,False,None,True,60.49,223.58,375.65
Mercury,Alpha Centauri,871.22,107.13,9854.0,6782.3,351.6,True,34,8.85,21.64,None,1624,Cassini,True,Liquid,False,13.84,484.53,471.13
